ADDRESS,ADDRESSLINE1,ADDRESSLINE2,CITY,City_State,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH,MONTH_ID,ORDERDATE,PHONE,POSTALCODE,PRODUCTCODE,PRODUCTLINE,QTR_ID,STATE,STATUS,TERRITORY,YEAR_ID,MSRP,ORDERLINENUMBER,ORDERNUMBER,PRICEEACH,QUANTITYORDERED,SALES
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,December,12,10-12-2004 00:00:00,4155551450,97562,S18_4600,Trucks and Buses,4,CA,Shipped,NA,2004,121,2,10357,100,28,3559.64
2678 Kingston Rd. Suite 101 NYC NY 10022 USA,2678 Kingston Rd.,Suite 101,NYC,NYC NY,Michael,Frick,Michael Frick,USA,Vitachrome Inc.,Medium,November,11,05-11-2004 00:00:00,2125551500,10022,S24_2300,Trucks and Buses,4,NY,Shipped,NA,2004,127,2,10324,100,31,3820.44
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,October,10,21-10-2004 00:00:00,4155551450,97562,S24_4258,Vintage Cars,4,CA,Shipped,NA,2004,97,7,10312,100,44,4884.88
5677 Strong St.  San Rafael CA 97562 USA,5677 Strong St.,,San Rafael,San Rafael CA,Valarie,Nelson,Valarie Nelson,USA,Mini Gifts Distributors Ltd.,Medium,October,10,21-10-2004 00:00:00,4155551450,97562,S18_3320,Vintage Cars,4,CA,Shipped,NA,2004,99,8,10312,100,33,3535.95
3758 North Pendale Street  White Plains NY 24067 USA,3758 North Pendale Street,,White Plains,White Plains NY,Steve,Frick,Steve Frick,USA,Mini Classics,Medium,October,10,15-10-2004 00:00:00,9145554562,24067,S32_4289,Vintage Cars,4,NY,Shipped,NA,2004,68,10,10308,66.04,46,3037.84
782 First Street  Philadelphia PA 71270 USA,782 First Street,,Philadelphia,Philadelphia PA,Francisca,Cervantes,Francisca Cervantes,USA,"Classic Gift Ideas, Inc",Medium,October,10,14-10-2004 00:00:00,2155554695,71270,S18_3856,Vintage Cars,4,PA,Shipped,NA,2004,105,6,10307,86.81,48,4166.88
5557 North Pendale Street  San Francisco CA  USA,5557 North Pendale Street,,San Francisco,San Francisco CA,Julie,Murphy,Julie Murphy,USA,Mini Wheels Co.,Medium,November,11,18-11-2004 00:00:00,6505555787,,S24_4258,Vintage Cars,4,CA,Shipped,NA,2004,97,1,10333,100,39,4424.16
2304 Long Airport Avenue  Nashua NH 62005 USA,2304 Long Airport Avenue,,Nashua,Nashua NH,Valarie,Young,Valarie Young,USA,Online Diecast Creations Co.,Medium,November,11,04-11-2004 00:00:00,6035558647,62005,S24_2022,Vintage Cars,4,NH,Shipped,NA,2004,44,4,10322,100,30,3500.1
2440 Pompton St.  Glendale CT 97561 USA,2440 Pompton St.,,Glendale,Glendale CT,Dan,Lewis,Dan Lewis,USA,Gift Ideas Corp.,Medium,December,12,04-12-2004 00:00:00,2035554407,97561,S50_1341,Vintage Cars,4,CT,Shipped,NA,2004,43,8,10353,82.21,40,3288.4
2678 Kingston Rd. Suite 101 NYC NY 10022 USA,2678 Kingston Rd.,Suite 101,NYC,NYC NY,Michael,Frick,Michael Frick,USA,Vitachrome Inc.,Medium,November,11,05-11-2004 00:00:00,2125551500,10022,S24_4258,Vintage Cars,4,NY,Shipped,NA,2004,97,3,10324,100,33,6267.69
2678 Kingston Rd. Suite 101 NYC NY 10022 USA,2678 Kingston Rd.,Suite 101,NYC,NYC NY,Michael,Frick,Michael Frick,USA,Vitachrome Inc.,Medium,November,11,05-11-2004 00:00:00,2125551500,10022,S18_4668,Vintage Cars,4,NY,Shipped,NA,2004,50,6,10324,100,38,6832.02
5905 Pompton St. Suite 750 NYC NY 10022 USA,5905 Pompton St.,Suite 750,NYC,NYC NY,Maria,Hernandez,Maria Hernandez,USA,Classic Legends Inc.,Medium,November,11,21-11-2004 00:00:00,2125558493,10022,S18_4522,Vintage Cars,4,NY,Shipped,NA,2004,87,2,10337,100,29,4498.19
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,February,2,04-02-2004 00:00:00,+65 224 1555,69045,S700_2824,Classic Cars,1,,Shipped,APAC,2004,101,6,10217,88,31,2728
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S24_1578,Motorcycles,1,Victoria,Shipped,APAC,2004,112,2,10223,91.29,32,2921.28
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S24_2000,Motorcycles,1,Victoria,Shipped,APAC,2004,76,6,10223,69.31,38,2633.78
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S32_1374,Motorcycles,1,Victoria,Shipped,APAC,2004,99,7,10223,100,21,2475.27
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S24_4278,Planes,1,Victoria,Shipped,APAC,2004,72,10,10223,74.62,23,1716.26
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S700_1691,Planes,1,Victoria,Shipped,APAC,2004,91,14,10223,100,25,2534.75
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S700_3167,Planes,1,Victoria,Shipped,APAC,2004,80,15,10223,67.2,26,1747.2
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,February,2,04-02-2004 00:00:00,+65 224 1555,69045,S32_1268,Trucks and Buses,1,,Shipped,APAC,2004,96,3,10217,100,21,2244.9
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,February,2,04-02-2004 00:00:00,+65 224 1555,69045,S32_3522,Trucks and Buses,1,,Shipped,APAC,2004,64,7,10217,62.05,39,2419.95
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S32_4289,Vintage Cars,1,Victoria,Shipped,APAC,2004,68,12,10223,66.04,20,1320.8
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,February,2,20-02-2004 00:00:00,03 9520 4555,3004,S50_1341,Vintage Cars,1,Victoria,Shipped,APAC,2004,43,13,10223,46.26,41,1896.66
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,June,6,15-06-2004 00:00:00,+65 224 1555,69045,S24_1444,Classic Cars,2,,Shipped,APAC,2004,57,1,10259,46.82,28,1310.96
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,June,6,15-06-2004 00:00:00,+65 224 1555,69045,S24_2840,Classic Cars,2,,Shipped,APAC,2004,35,5,10259,33.24,31,1030.44
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,June,6,15-06-2004 00:00:00,+65 224 1555,69045,S32_2509,Trucks and Buses,2,,Shipped,APAC,2004,54,6,10259,43.83,40,1753.2
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S18_4933,Classic Cars,3,,Shipped,APAC,2004,71,7,10288,73.41,23,1688.43
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_2766,Classic Cars,3,,Shipped,APAC,2004,90,9,10288,80.87,35,2830.45
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_3191,Classic Cars,3,,Shipped,APAC,2004,85,10,10288,68.49,34,2328.66
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_1046,Classic Cars,3,,Shipped,APAC,2004,73,11,10288,66.14,36,2381.04
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_1628,Classic Cars,3,,Shipped,APAC,2004,50,13,10288,52.32,50,2616
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,July,7,19-07-2004 00:00:00,+61 2 9495 8555,2067,S32_1268,Trucks and Buses,3,NSW,Shipped,APAC,2004,96,1,10270,85.72,32,2743.04
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,July,7,19-07-2004 00:00:00,+61 2 9495 8555,2067,S32_3522,Trucks and Buses,3,NSW,Shipped,APAC,2004,64,5,10270,63.35,21,1330.35
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_1937,Vintage Cars,3,,Shipped,APAC,2004,33,1,10288,38.17,29,1106.93
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S24_3969,Vintage Cars,3,,Shipped,APAC,2004,41,3,10288,40.62,33,1340.46
Village Close - 106 Linden Road Sandown 2nd Floor Singapore  69045 Singapore,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Singapore ,Wendy,Victorino,Wendy Victorino,Singapore,Handji Gifts& Co,Small,September,9,01-09-2004 00:00:00,+65 224 1555,69045,S18_4409,Vintage Cars,3,,Shipped,APAC,2004,92,6,10288,80.99,35,2834.65
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,July,7,19-07-2004 00:00:00,+61 2 9495 8555,2067,S18_4668,Vintage Cars,3,NSW,Shipped,APAC,2004,50,7,10270,58.36,44,2567.84
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,24-11-2004 00:00:00,03 9520 4555,3004,S18_3278,Classic Cars,4,Victoria,Shipped,APAC,2004,80,5,10342,66.74,25,1668.5
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,24-11-2004 00:00:00,03 9520 4555,3004,S24_2972,Classic Cars,4,Victoria,Shipped,APAC,2004,37,9,10342,40.4,39,1575.6
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,24-11-2004 00:00:00,03 9520 4555,3004,S24_3371,Classic Cars,4,Victoria,Shipped,APAC,2004,61,10,10342,62.45,48,2997.6
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,24-11-2004 00:00:00,03 9520 4555,3004,S18_3782,Motorcycles,4,Victoria,Shipped,APAC,2004,62,8,10342,55.95,26,1454.7
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S24_4278,Planes,4,NSW,Shipped,APAC,2004,72,1,10361,62.46,25,1561.5
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S700_1691,Planes,4,NSW,Shipped,APAC,2004,91,4,10361,60.54,20,1210.8
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S700_2466,Planes,4,NSW,Shipped,APAC,2004,99,9,10361,100,26,2754.7
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S72_1253,Planes,4,NSW,Shipped,APAC,2004,49,12,10361,95.2,23,2189.6
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S700_2047,Ships,4,NSW,Shipped,APAC,2004,90,14,10361,45.39,24,1089.36
636 St Kilda Road Level 3 Melbourne Victoria 3004 Australia,636 St Kilda Road,Level 3,Melbourne,Melbourne Victoria,Peter,Ferguson,Peter Ferguson,Australia,"Australian Collectors, Co.",Small,November,11,29-11-2004 00:00:00,03 9520 4555,3004,S18_3320,Vintage Cars,4,Victoria,Shipped,APAC,2004,99,12,10347,100,26,2656.94
"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW 2067 Australia","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Chatswood NSW,Adrian,Huxley,Adrian Huxley,Australia,Souveniers And Things Co.,Small,December,12,17-12-2004 00:00:00,+61 2 9495 8555,2067,S50_1341,Vintage Cars,4,NSW,Shipped,APAC,2004,43,3,10361,82.59,33,2725.47
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S24_3371,Classic Cars,1,,Shipped,EMEA,2004,61,1,10211,48.98,48,2351.04
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Small,January,1,16-01-2004 00:00:00,(91) 555 94 44,28034,S24_3191,Classic Cars,1,,Shipped,EMEA,2004,85,2,10212,79.62,27,2149.74
120 Hanover Sq.  London  WA1 1DP UK,120 Hanover Sq.,,London,London ,Thomas,Hardy,Thomas Hardy,UK,"Double Decker Gift Stores, Ltd",Small,January,1,22-01-2004 00:00:00,(171) 555-7555,WA1 1DP,S18_4933,Classic Cars,1,,Shipped,EMEA,2004,71,2,10213,83.39,25,2084.75
120 Hanover Sq.  London  WA1 1DP UK,120 Hanover Sq.,,London,London ,Thomas,Hardy,Thomas Hardy,UK,"Double Decker Gift Stores, Ltd",Small,January,1,22-01-2004 00:00:00,(171) 555-7555,WA1 1DP,S24_2887,Classic Cars,1,,Shipped,EMEA,2004,117,3,10213,100,27,2790.45
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S18_3278,Classic Cars,1,,Shipped,EMEA,2004,80,5,10211,78,35,2730
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Small,January,1,16-01-2004 00:00:00,(91) 555 94 44,28034,S24_1628,Classic Cars,1,,Shipped,EMEA,2004,50,5,10212,53.33,45,2399.85
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S24_4620,Classic Cars,1,,Shipped,EMEA,2004,80,6,10211,92.16,22,2027.52
"C/ Moralzarzal, 86  Madrid  28034 Spain","C/ Moralzarzal, 86",,Madrid,Madrid ,Diego,Freyre,Diego Freyre,Spain,Euro Shopping Channel,Small,January,1,16-01-2004 00:00:00,(91) 555 94 44,28034,S24_2972,Classic Cars,1,,Shipped,EMEA,2004,37,12,10212,43.42,34,1476.28
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Small,February,2,22-02-2004 00:00:00,0897-034555,1203,S24_2972,Classic Cars,1,,Shipped,EMEA,2004,37,3,10225,36.63,42,1538.46
Grenzacherweg 237  Gensve  1203 Switzerland,Grenzacherweg 237,,Gensve,Gensve ,Michael,Holz,Michael Holz,Switzerland,"Vida Sport, Ltd",Small,February,2,22-02-2004 00:00:00,0897-034555,1203,S24_3371,Classic Cars,1,,Shipped,EMEA,2004,61,8,10225,50.21,24,1205.04
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Small,March,3,15-03-2004 00:00:00,+49 69 66 90 2555,60528,S24_1444,Classic Cars,1,,Shipped,EMEA,2004,57,6,10230,54.33,36,1955.88
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,March,3,02-03-2004 00:00:00,78.32.5555,69004,S18_4933,Classic Cars,1,,Shipped,EMEA,2004,71,12,10227,57.73,37,2136.01
25 Maiden Lane Floor No. 4 Dublin  2 Ireland,25 Maiden Lane,Floor No. 4,Dublin,Dublin ,Dean,Cassidy,Dean Cassidy,Ireland,"Clover Collections, Co.",Small,February,2,12-02-2004 00:00:00,+353 1862 1555,2,S24_1444,Classic Cars,1,,Shipped,EMEA,2004,57,8,10220,56.07,26,1457.82
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S18_3782,Motorcycles,1,,Shipped,EMEA,2004,62,8,10211,54.09,46,2488.14
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S32_2206,Motorcycles,1,,Shipped,EMEA,2004,40,9,10211,42.24,41,1731.84
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S24_2360,Motorcycles,1,,Shipped,EMEA,2004,69,11,10211,63.72,21,1338.12
"25, rue Lauriston  Paris  75016 France","25, rue Lauriston",,Paris,Paris ,Dominique,Perrier,Dominique Perrier,France,Auto Canal Petit,Small,January,1,15-01-2004 00:00:00,(1) 47.55.6555,75016,S24_1578,Motorcycles,1,,Shipped,EMEA,2004,112,15,10211,90.16,25,2254
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Small,February,2,21-02-2004 00:00:00,20.16.1555,59000,S18_3782,Motorcycles,1,,Shipped,EMEA,2004,62,1,10224,58.44,38,2220.72
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Small,February,2,21-02-2004 00:00:00,20.16.1555,59000,S32_2206,Motorcycles,1,,Shipped,EMEA,2004,40,2,10224,39.43,43,1695.49
"184, chausse de Tournai  Lille  59000 France","184, chausse de Tournai",,Lille,Lille ,Martine,Rance,Martine Rance,France,Daedalus Designs Imports,Small,February,2,21-02-2004 00:00:00,20.16.1555,59000,S24_2360,Motorcycles,1,,Shipped,EMEA,2004,69,4,10224,80.34,37,2972.58
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,January,1,02-01-2004 00:00:00,78.32.5555,69004,S700_1138,Ships,1,,Shipped,EMEA,2004,66,3,10208,74.67,38,2837.46
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,January,1,02-01-2004 00:00:00,78.32.5555,69004,S700_3962,Ships,1,,Shipped,EMEA,2004,99,5,10208,85.41,33,2818.53
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,January,1,02-01-2004 00:00:00,78.32.5555,69004,S72_3212,Ships,1,,Shipped,EMEA,2004,54,6,10208,63.88,42,2682.96
Rue Joseph-Bens 532  Bruxelles  B-1180 Belgium,Rue Joseph-Bens 532,,Bruxelles,Bruxelles ,Catherine,Dewey,Catherine Dewey,Belgium,Petit Auto,Small,February,2,18-02-2004 00:00:00,(02) 5554 67,B-1180,S700_1938,Ships,1,,Shipped,EMEA,2004,86,4,10221,97,23,2231
Garden House Crowther Way  Cowes Isle of Wight PO31 7PJ UK,Garden House Crowther Way,,Cowes,Cowes Isle of Wight,Helen,Bennett,Helen Bennett,UK,giftsbymail.co.uk,Small,March,3,20-03-2004 00:00:00,(198) 555-8888,PO31 7PJ,S700_3962,Ships,1,Isle of Wight,Shipped,EMEA,2004,99,2,10232,82.43,35,2885.05
Garden House Crowther Way  Cowes Isle of Wight PO31 7PJ UK,Garden House Crowther Way,,Cowes,Cowes Isle of Wight,Helen,Bennett,Helen Bennett,UK,giftsbymail.co.uk,Small,March,3,20-03-2004 00:00:00,(198) 555-8888,PO31 7PJ,S72_3212,Ships,1,Isle of Wight,Shipped,EMEA,2004,54,3,10232,49.69,24,1192.56
Garden House Crowther Way  Cowes Isle of Wight PO31 7PJ UK,Garden House Crowther Way,,Cowes,Cowes Isle of Wight,Helen,Bennett,Helen Bennett,UK,giftsbymail.co.uk,Small,March,3,20-03-2004 00:00:00,(198) 555-8888,PO31 7PJ,S700_1938,Ships,1,Isle of Wight,Shipped,EMEA,2004,86,7,10232,88.34,26,2296.84
"2, rue du Commerce  Lyon  69004 France","2, rue du Commerce",,Lyon,Lyon ,Mary,Saveley,Mary Saveley,France,"Saveley & Henriot, Co.",Small,January,1,02-01-2004 00:00:00,78.32.5555,69004,S50_1514,Trains,1,,Shipped,EMEA,2004,58,15,10208,65.61,30,1968.3
Rue Joseph-Bens 532  Bruxelles  B-1180 Belgium,Rue Joseph-Bens 532,,Bruxelles,Bruxelles ,Catherine,Dewey,Catherine Dewey,Belgium,Petit Auto,Small,February,2,18-02-2004 00:00:00,(02) 5554 67,B-1180,S18_3259,Trains,1,,Shipped,EMEA,2004,100,5,10221,80.67,23,1855.41
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Small,March,3,15-03-2004 00:00:00,+49 69 66 90 2555,60528,S50_1514,Trains,1,,Shipped,EMEA,2004,58,2,10230,52.14,43,2242.02
Lyonerstr. 34  Frankfurt  60528 Germany,Lyonerstr. 34,,Frankfurt,Frankfurt ,Roland,Keitel,Roland Keitel,Germany,"Blauer See Auto, Co.",Small,March,3,15-03-2004 00:00:00,+49 69 66 90 2555,60528,S32_3207,Trains,1,,Shipped,EMEA,2004,62,4,10230,60.9,46,2801.4
25 Maiden Lane Floor No. 4 Dublin  2 Ireland,25 Maiden Lane,Floor No. 4,Dublin,Dublin ,Dean,Cassidy,Dean Cassidy,Ireland,"Clover Collections, Co.",Small,February,2,12-02-2004 00:00:00,+353 1862 1555,2,S50_1514,Trains,1,,Shipped,EMEA,2004,58,4,10220,68.54,30,2056.2
